freq,statinfo,unit,currency,year,month,exchange_rate
M,AVG,NAC,HUF,2024,8,394.7
M,AVG,NAC,HUF,2024,9,394.86
M,AVG,NAC,HUF,2024,10,401.9
M,AVG,NAC,HUF,2024,11,409.25
M,AVG,NAC,HUF,2024,12,411.99
M,AVG,NAC,HUF,2025,1,411.73
M,AVG,NAC,HUF,2025,2,403.13
M,AVG,NAC,HUF,2025,3,399.81
M,AVG,NAC,HUF,2025,4,406.44
M,AVG,NAC,HUF,2025,5,403.94
M,AVG,NAC,HUF,2025,6,402.08
M,AVG,NAC,HUF,2025,7,399.19
M,AVG,NAC,HUF,2025,8,396.45
M,AVG,NAC,HUF,2025,9,391.63
M,AVG,NAC,HUF,2025,10,389.91
M,AVG,NAC,HUF,2025,11,384.2
M,AVG,NAC,HUF,2025,12,384.97
M,AVG,NAC,IDR,2015,1,14617.69
M,AVG,NAC,IDR,2015,2,14504.28
M,AVG,NAC,IDR,2015,3,14152.16
M,AVG,NAC,IDR,2015,4,13950.49
M,AVG,NAC,IDR,2015,5,14650.36
M,AVG,NAC,IDR,2015,6,14919.43
M,AVG,NAC,IDR,2015,7,14720.4
M,AVG,NAC,IDR,2015,8,15370.92
M,AVG,NAC,IDR,2015,9,16175.76
M,AVG,NAC,IDR,2015,10,15482.55
M,AVG,NAC,IDR,2015,11,14685.99
M,AVG,NAC,IDR,2015,12,15087.43
M,AVG,NAC,IDR,2016,1,15069.76
M,AVG,NAC,IDR,2016,2,14985.33
M,AVG,NAC,IDR,2016,3,14629.58
M,AVG,NAC,IDR,2016,4,14932.22
M,AVG,NAC,IDR,2016,5,15188.82
M,AVG,NAC,IDR,2016,6,14969.03
M,AVG,NAC,IDR,2016,7,14520.91
M,AVG,NAC,IDR,2016,8,14757.31
M,AVG,NAC,IDR,2016,9,14697.52
M,AVG,NAC,IDR,2016,10,14361.1
M,AVG,NAC,IDR,2016,11,14398.18
M,AVG,NAC,IDR,2016,12,14135.71
M,AVG,NAC,IDR,2017,1,14181.25
M,AVG,NAC,IDR,2017,2,14186.74
M,AVG,NAC,IDR,2017,3,14255.46
M,AVG,NAC,IDR,2017,4,14265.96
M,AVG,NAC,IDR,2017,5,14730.6
M,AVG,NAC,IDR,2017,6,14940.12
M,AVG,NAC,IDR,2017,7,15363.84
M,AVG,NAC,IDR,2017,8,15753.09
M,AVG,NAC,IDR,2017,9,15852.42
M,AVG,NAC,IDR,2017,10,15904.42
M,AVG,NAC,IDR,2017,11,15875.67
M,AVG,NAC,IDR,2017,12,16048.79
M,AVG,NAC,IDR,2018,1,16316.81
M,AVG,NAC,IDR,2018,2,16793.74
M,AVG,NAC,IDR,2018,3,16973.1
M,AVG,NAC,IDR,2018,4,16959.01
M,AVG,NAC,IDR,2018,5,16594.39
M,AVG,NAC,IDR,2018,6,16393.39
M,AVG,NAC,IDR,2018,7,16836.55
M,AVG,NAC,IDR,2018,8,16822.69
M,AVG,NAC,IDR,2018,9,17338.45
M,AVG,NAC,IDR,2018,10,17428.73
M,AVG,NAC,IDR,2018,11,16651.71
M,AVG,NAC,IDR,2018,12,16512.15
M,AVG,NAC,IDR,2019,1,16164.77
M,AVG,NAC,IDR,2019,2,15936.22
M,AVG,NAC,IDR,2019,3,16059.5
M,AVG,NAC,IDR,2019,4,15899.18
M,AVG,NAC,IDR,2019,5,16095.47
M,AVG,NAC,IDR,2019,6,16060.27
M,AVG,NAC,IDR,2019,7,15745.5
M,AVG,NAC,IDR,2019,8,15838.62
M,AVG,NAC,IDR,2019,9,15511.84
M,AVG,NAC,IDR,2019,10,15604.45
M,AVG,NAC,IDR,2019,11,15546.69
M,AVG,NAC,IDR,2019,12,15568.87
M,AVG,NAC,IDR,2020,1,15236.08
M,AVG,NAC,IDR,2020,2,15032.66
M,AVG,NAC,IDR,2020,3,16851.13
M,AVG,NAC,IDR,2020,4,17178.89
M,AVG,NAC,IDR,2020,5,16198.23
M,AVG,NAC,IDR,2020,6,15987.12
M,AVG,NAC,IDR,2020,7,16659.27
M,AVG,NAC,IDR,2020,8,17402.53
M,AVG,NAC,IDR,2020,9,17491.99
M,AVG,NAC,IDR,2020,10,17348.27
M,AVG,NAC,IDR,2020,11,16824.32
M,AVG,NAC,IDR,2020,12,17226.83
M,AVG,NAC,IDR,2021,1,17111.98
M,AVG,NAC,IDR,2021,2,17002.56
M,AVG,NAC,IDR,2021,3,17135.25
M,AVG,NAC,IDR,2021,4,17414.37
M,AVG,NAC,IDR,2021,5,17393.13
M,AVG,NAC,IDR,2021,6,17295.86
M,AVG,NAC,IDR,2021,7,17148.3
M,AVG,NAC,IDR,2021,8,16926.94
M,AVG,NAC,IDR,2021,9,16781.39
M,AVG,NAC,IDR,2021,10,16450.02
M,AVG,NAC,IDR,2021,11,16298.12
M,AVG,NAC,IDR,2021,12,16184.17
M,AVG,NAC,IDR,2022,1,16227.12
M,AVG,NAC,IDR,2022,2,16271.78
M,AVG,NAC,IDR,2022,3,15802.12
M,AVG,NAC,IDR,2022,4,15566.64
M,AVG,NAC,IDR,2022,5,15422.62
M,AVG,NAC,IDR,2022,6,15531.74
M,AVG,NAC,IDR,2022,7,15258.22
M,AVG,NAC,IDR,2022,8,15024.16
M,AVG,NAC,IDR,2022,9,14847.4
M,AVG,NAC,IDR,2022,10,15172.93
M,AVG,NAC,IDR,2022,11,15975.07
M,AVG,NAC,IDR,2022,12,16503.3
M,AVG,NAC,IDR,2023,1,16427.04
M,AVG,NAC,IDR,2023,2,16232.58
M,AVG,NAC,IDR,2023,3,16364.98
M,AVG,NAC,IDR,2023,4,16313.2
M,AVG,NAC,IDR,2023,5,16116.84
M,AVG,NAC,IDR,2023,6,16194.88
M,AVG,NAC,IDR,2023,7,16639.99
M,AVG,NAC,IDR,2023,8,16639.4
M,AVG,NAC,IDR,2023,9,16424.67
M,AVG,NAC,IDR,2023,10,16646.67
M,AVG,NAC,IDR,2023,11,16853.56
M,AVG,NAC,IDR,2023,12,16910.33
M,AVG,NAC,IDR,2024,1,17049.43
M,AVG,NAC,IDR,2024,2,16898.59
M,AVG,NAC,IDR,2024,3,17063.66
M,AVG,NAC,IDR,2024,4,17258.77
M,AVG,NAC,IDR,2024,5,17375.67
M,AVG,NAC,IDR,2024,6,17595.94
M,AVG,NAC,IDR,2024,7,17623.29
M,AVG,NAC,IDR,2024,8,17347.75
M,AVG,NAC,IDR,2024,9,17020.23
M,AVG,NAC,IDR,2024,10,16988.19
M,AVG,NAC,IDR,2024,11,16817.07
M,AVG,NAC,IDR,2024,12,16810.95
M,AVG,NAC,IDR,2025,1,16832.4
M,AVG,NAC,IDR,2025,2,17020.42
M,AVG,NAC,IDR,2025,3,17800.79
M,AVG,NAC,IDR,2025,4,18871.74
M,AVG,NAC,IDR,2025,5,18526.84
M,AVG,NAC,IDR,2025,6,18776.57
M,AVG,NAC,IDR,2025,7,19029.69
M,AVG,NAC,IDR,2025,8,18967.88
M,AVG,NAC,IDR,2025,9,19399.67
M,AVG,NAC,IDR,2025,10,19310.79
M,AVG,NAC,IDR,2025,11,19303.88
M,AVG,NAC,IDR,2025,12,19548.05
M,AVG,NAC,ILS,2015,1,4.5856
M,AVG,NAC,ILS,2015,2,4.4192
M,AVG,NAC,ILS,2015,3,4.3325
M,AVG,NAC,ILS,2015,4,4.2456
M,AVG,NAC,ILS,2015,5,4.3086
M,AVG,NAC,ILS,2015,6,4.2891
M,AVG,NAC,ILS,2015,7,4.1679
M,AVG,NAC,ILS,2015,8,4.2836
M,AVG,NAC,ILS,2015,9,4.3917
M,AVG,NAC,ILS,2015,10,4.3414
M,AVG,NAC,ILS,2015,11,4.176
M,AVG,NAC,ILS,2015,12,4.2199
M,AVG,NAC,ILS,2016,1,4.2903
M,AVG,NAC,ILS,2016,2,4.3336
M,AVG,NAC,ILS,2016,3,4.2927
M,AVG,NAC,ILS,2016,4,4.2812
M,AVG,NAC,ILS,2016,5,4.3115
M,AVG,NAC,ILS,2016,6,4.3323
M,AVG,NAC,ILS,2016,7,4.2686
M,AVG,NAC,ILS,2016,8,4.2559
M,AVG,NAC,ILS,2016,9,4.221
M,AVG,NAC,ILS,2016,10,4.211
M,AVG,NAC,ILS,2016,11,4.1491
M,AVG,NAC,ILS,2016,12,4.0401
M,AVG,NAC,ILS,2017,1,4.0543
M,AVG,NAC,ILS,2017,2,3.9672
M,AVG,NAC,ILS,2017,3,3.9012
M,AVG,NAC,ILS,2017,4,3.9153
M,AVG,NAC,ILS,2017,5,3.9727
M,AVG,NAC,ILS,2017,6,3.9658
M,AVG,NAC,ILS,2017,7,4.0899
M,AVG,NAC,ILS,2017,8,4.2504
M,AVG,NAC,ILS,2017,9,4.208
M,AVG,NAC,ILS,2017,10,4.1265
M,AVG,NAC,ILS,2017,11,4.1283
M,AVG,NAC,ILS,2017,12,4.1495
M,AVG,NAC,ILS,2018,1,4.1753
M,AVG,NAC,ILS,2018,2,4.3173
M,AVG,NAC,ILS,2018,3,4.2775
M,AVG,NAC,ILS,2018,4,4.3425
M,AVG,NAC,ILS,2018,5,4.2397
M,AVG,NAC,ILS,2018,6,4.2096
M,AVG,NAC,ILS,2018,7,4.2595
M,AVG,NAC,ILS,2018,8,4.233
M,AVG,NAC,ILS,2018,9,4.1858
M,AVG,NAC,ILS,2018,10,4.1996
M,AVG,NAC,ILS,2018,11,4.2122
M,AVG,NAC,ILS,2018,12,4.2736
M,AVG,NAC,ILS,2019,1,4.2075
M,AVG,NAC,ILS,2019,2,4.1162
M,AVG,NAC,ILS,2019,3,4.0885
M,AVG,NAC,ILS,2019,4,4.0413
M,AVG,NAC,ILS,2019,5,4.0184
M,AVG,NAC,ILS,2019,6,4.0624
M,AVG,NAC,ILS,2019,7,3.9758
M,AVG,NAC,ILS,2019,8,3.9046
M,AVG,NAC,ILS,2019,9,3.8769
M,AVG,NAC,ILS,2019,10,3.8882
M,AVG,NAC,ILS,2019,11,3.8472
M,AVG,NAC,ILS,2019,12,3.863
M,AVG,NAC,ILS,2020,1,3.8417
M,AVG,NAC,ILS,2020,2,3.7432
M,AVG,NAC,ILS,2020,3,3.986
M,AVG,NAC,ILS,2020,4,3.8771
M,AVG,NAC,ILS,2020,5,3.8348
M,AVG,NAC,ILS,2020,6,3.8893
M,AVG,NAC,ILS,2020,7,3.9331
M,AVG,NAC,ILS,2020,8,4.0214
M,AVG,NAC,ILS,2020,9,4.035
M,AVG,NAC,ILS,2020,10,3.9966
M,AVG,NAC,ILS,2020,11,3.9773
M,AVG,NAC,ILS,2020,12,3.9513
M,AVG,NAC,ILS,2021,1,3.9249
M,AVG,NAC,ILS,2021,2,3.9581
M,AVG,NAC,ILS,2021,3,3.9402
M,AVG,NAC,ILS,2021,4,3.9205
M,AVG,NAC,ILS,2021,5,3.9623
M,AVG,NAC,ILS,2021,6,3.9179
M,AVG,NAC,ILS,2021,7,3.8668
M,AVG,NAC,ILS,2021,8,3.7942
M,AVG,NAC,ILS,2021,9,3.7744
M,AVG,NAC,ILS,2021,10,3.7292
M,AVG,NAC,ILS,2021,11,3.5588
M,AVG,NAC,ILS,2021,12,3.5426
M,AVG,NAC,ILS,2022,1,3.5487
M,AVG,NAC,ILS,2022,2,3.6452
M,AVG,NAC,ILS,2022,3,3.571
M,AVG,NAC,ILS,2022,4,3.5106
M,AVG,NAC,ILS,2022,5,3.5758
M,AVG,NAC,ILS,2022,6,3.6038
M,AVG,NAC,ILS,2022,7,3.5309
M,AVG,NAC,ILS,2022,8,3.3408
M,AVG,NAC,ILS,2022,9,3.4181
M,AVG,NAC,ILS,2022,10,3.4823
M,AVG,NAC,ILS,2022,11,3.5488
M,AVG,NAC,ILS,2022,12,3.6562
M,AVG,NAC,ILS,2023,1,3.7126
M,AVG,NAC,ILS,2023,2,3.7975
M,AVG,NAC,ILS,2023,3,3.8742
M,AVG,NAC,ILS,2023,4,3.9877
M,AVG,NAC,ILS,2023,5,3.9863
M,AVG,NAC,ILS,2023,6,3.9502
M,AVG,NAC,ILS,2023,7,4.0546
M,AVG,NAC,ILS,2023,8,4.0861
M,AVG,NAC,ILS,2023,9,4.0793
M,AVG,NAC,ILS,2023,10,4.2034
M,AVG,NAC,ILS,2023,11,4.1118
M,AVG,NAC,ILS,2023,12,4.0057
M,AVG,NAC,ILS,2024,1,4.0493
M,AVG,NAC,ILS,2024,2,3.9345
M,AVG,NAC,ILS,2024,3,3.9442
M,AVG,NAC,ILS,2024,4,4.024
M,AVG,NAC,ILS,2024,5,4.0061
M,AVG,NAC,ILS,2024,6,4.0074
M,AVG,NAC,ILS,2024,7,3.9902
M,AVG,NAC,ILS,2024,8,4.1079
M,AVG,NAC,ILS,2024,9,4.1452
M,AVG,NAC,ILS,2024,10,4.102
M,AVG,NAC,ILS,2024,11,3.9523
M,AVG,NAC,ILS,2024,12,3.7896
M,AVG,NAC,ILS,2025,1,3.745
M,AVG,NAC,ILS,2025,2,3.7149
M,AVG,NAC,ILS,2025,3,3.9523
M,AVG,NAC,ILS,2025,4,4.146
M,AVG,NAC,ILS,2025,5,4.0189
M,AVG,NAC,ILS,2025,6,4.0064
M,AVG,NAC,ILS,2025,7,3.9148
M,AVG,NAC,ILS,2025,8,3.9507
M,AVG,NAC,ILS,2025,9,3.9235
M,AVG,NAC,ILS,2025,10,3.8204
M,AVG,NAC,ILS,2025,11,3.7629
M,AVG,NAC,ILS,2025,12,3.7648
M,AVG,NAC,INR,2015,1,72.2141
M,AVG,NAC,INR,2015,2,70.4356
M,AVG,NAC,INR,2015,3,67.7387
M,AVG,NAC,INR,2015,4,67.6432
M,AVG,NAC,INR,2015,5,71.1153
M,AVG,NAC,INR,2015,6,71.5873
M,AVG,NAC,INR,2015,7,69.996
M,AVG,NAC,INR,2015,8,72.5361
M,AVG,NAC,INR,2015,9,74.299
M,AVG,NAC,INR,2015,10,73.1116
M,AVG,NAC,INR,2015,11,71.0406
M,AVG,NAC,INR,2015,12,72.385
M,AVG,NAC,INR,2016,1,73.2036
M,AVG,NAC,INR,2016,2,75.7172
M,AVG,NAC,INR,2016,3,74.3018
M,AVG,NAC,INR,2016,4,75.3823
M,AVG,NAC,INR,2016,5,75.7016
M,AVG,NAC,INR,2016,6,75.5592
M,AVG,NAC,INR,2016,7,74.3738
M,AVG,NAC,INR,2016,8,75.0303
M,AVG,NAC,INR,2016,9,74.822
M,AVG,NAC,INR,2016,10,73.5775
M,AVG,NAC,INR,2016,11,73.055
M,AVG,NAC,INR,2016,12,71.539
M,AVG,NAC,INR,2017,1,72.2823
M,AVG,NAC,INR,2017,2,71.2908
M,AVG,NAC,INR,2017,3,70.3238
M,AVG,NAC,INR,2017,4,69.2016
M,AVG,NAC,INR,2017,5,71.2681
M,AVG,NAC,INR,2017,6,72.3798
M,AVG,NAC,INR,2017,7,74.1945
M,AVG,NAC,INR,2017,8,75.5465
M,AVG,NAC,INR,2017,9,76.8002
M,AVG,NAC,INR,2017,10,76.4977
M,AVG,NAC,INR,2017,11,76.1248
M,AVG,NAC,INR,2017,12,76.0663
M,AVG,NAC,INR,2018,1,77.6558
M,AVG,NAC,INR,2018,2,79.5615
M,AVG,NAC,INR,2018,3,80.2526
M,AVG,NAC,INR,2018,4,80.6548
M,AVG,NAC,INR,2018,5,79.7891
M,AVG,NAC,INR,2018,6,79.1601
M,AVG,NAC,INR,2018,7,80.2996
M,AVG,NAC,INR,2018,8,80.426
M,AVG,NAC,INR,2018,9,84.2109
M,AVG,NAC,INR,2018,10,84.5447
M,AVG,NAC,INR,2018,11,81.5611
M,AVG,NAC,INR,2018,12,80.6166
M,AVG,NAC,INR,2019,1,80.7983
M,AVG,NAC,INR,2019,2,80.8601
M,AVG,NAC,INR,2019,3,78.5605
M,AVG,NAC,INR,2019,4,78.0027
M,AVG,NAC,INR,2019,5,78.0798
M,AVG,NAC,INR,2019,6,78.4078
M,AVG,NAC,INR,2019,7,77.1279
M,AVG,NAC,INR,2019,8,79.1902
M,AVG,NAC,INR,2019,9,78.5678
M,AVG,NAC,INR,2019,10,78.5177
M,AVG,NAC,INR,2019,11,78.9799
M,AVG,NAC,INR,2019,12,79.1092
M,AVG,NAC,INR,2020,1,79.1342
M,AVG,NAC,INR,2020,2,77.9818
M,AVG,NAC,INR,2020,3,82.4374
M,AVG,NAC,INR,2020,4,82.7869
M,AVG,NAC,INR,2020,5,82.4983
M,AVG,NAC,INR,2020,6,85.2212
M,AVG,NAC,INR,2020,7,85.8847
M,AVG,NAC,INR,2020,8,88.2309
M,AVG,NAC,INR,2020,9,86.7266
M,AVG,NAC,INR,2020,10,86.5891
M,AVG,NAC,INR,2020,11,87.8553
M,AVG,NAC,INR,2020,12,89.6081
M,AVG,NAC,INR,2021,1,88.9936
M,AVG,NAC,INR,2021,2,88.0756
M,AVG,NAC,INR,2021,3,86.655
M,AVG,NAC,INR,2021,4,89.421
M,AVG,NAC,INR,2021,5,88.9171
M,AVG,NAC,INR,2021,6,88.6298
M,AVG,NAC,INR,2021,7,88.1134
M,AVG,NAC,INR,2021,8,87.2573
M,AVG,NAC,INR,2021,9,86.633
M,AVG,NAC,INR,2021,10,86.9571
M,AVG,NAC,INR,2021,11,85.0038
M,AVG,NAC,INR,2021,12,85.1762
M,AVG,NAC,INR,2022,1,84.2273
M,AVG,NAC,INR,2022,2,85.0312
M,AVG,NAC,INR,2022,3,83.9933
M,AVG,NAC,INR,2022,4,82.4033
M,AVG,NAC,INR,2022,5,81.7828
M,AVG,NAC,INR,2022,6,82.5112
M,AVG,NAC,INR,2022,7,81.0182
M,AVG,NAC,INR,2022,8,80.5563
M,AVG,NAC,INR,2022,9,79.4558
M,AVG,NAC,INR,2022,10,80.918
M,AVG,NAC,INR,2022,11,83.3384
M,AVG,NAC,INR,2022,12,87.3381
M,AVG,NAC,INR,2023,1,88.1441
M,AVG,NAC,INR,2023,2,88.5004
M,AVG,NAC,INR,2023,3,88.1159
M,AVG,NAC,INR,2023,4,89.9311
M,AVG,NAC,INR,2023,5,89.4602
M,AVG,NAC,INR,2023,6,89.1134
M,AVG,NAC,INR,2023,7,90.8395
M,AVG,NAC,INR,2023,8,90.3518
M,AVG,NAC,INR,2023,9,88.7372
M,AVG,NAC,INR,2023,10,87.8937
M,AVG,NAC,INR,2023,11,90.0102
M,AVG,NAC,INR,2023,12,90.8009
M,AVG,NAC,INR,2024,1,90.6347
M,AVG,NAC,INR,2024,2,89.5608
M,AVG,NAC,INR,2024,3,90.2515
M,AVG,NAC,INR,2024,4,89.4676
M,AVG,NAC,INR,2024,5,90.1573
M,AVG,NAC,INR,2024,6,89.8106
M,AVG,NAC,INR,2024,7,90.6557
M,AVG,NAC,INR,2024,8,92.4062
M,AVG,NAC,INR,2024,9,93.0808
M,AVG,NAC,INR,2024,10,91.6266
M,AVG,NAC,INR,2024,11,89.6717
M,AVG,NAC,INR,2024,12,89.0453
M,AVG,NAC,INR,2025,1,89.3418
M,AVG,NAC,INR,2025,2,90.6346
M,AVG,NAC,INR,2025,3,93.4985
M,AVG,NAC,INR,2025,4,95.9723
M,AVG,NAC,INR,2025,5,96.1427
M,AVG,NAC,INR,2025,6,98.9782
M,AVG,NAC,INR,2025,7,100.6043
M,AVG,NAC,INR,2025,8,101.8425
M,AVG,NAC,INR,2025,9,103.6023
M,AVG,NAC,INR,2025,10,102.8353
M,AVG,NAC,INR,2025,11,102.7101
M,AVG,NAC,INR,2025,12,105.4131
M,AVG,NAC,ISK,2015,1,152.9
M,AVG,NAC,ISK,2015,2,149.98
M,AVG,NAC,ISK,2015,3,148.18
M,AVG,NAC,ISK,2015,4,146.76
M,AVG,NAC,ISK,2015,5,147.8
M,AVG,NAC,ISK,2015,6,148.3
M,AVG,NAC,ISK,2015,7,147.46
M,AVG,NAC,ISK,2015,8,146.81
M,AVG,NAC,ISK,2015,9,143.87
M,AVG,NAC,ISK,2015,10,142.0
M,AVG,NAC,ISK,2015,11,140.79
M,AVG,NAC,ISK,2015,12,141.3
M,AVG,NAC,ISK,2016,1,141.52
M,AVG,NAC,ISK,2016,2,142.32
M,AVG,NAC,ISK,2016,3,140.95
M,AVG,NAC,ISK,2016,4,140.37
M,AVG,NAC,ISK,2016,5,139.75
M,AVG,NAC,ISK,2016,6,138.55
M,AVG,NAC,ISK,2016,7,135.04
M,AVG,NAC,ISK,2016,8,132.13
M,AVG,NAC,ISK,2016,9,128.72
M,AVG,NAC,ISK,2016,10,125.87
M,AVG,NAC,ISK,2016,11,121.35
M,AVG,NAC,ISK,2016,12,118.75
M,AVG,NAC,ISK,2017,1,121.44
M,AVG,NAC,ISK,2017,2,118.68
M,AVG,NAC,ISK,2017,3,117.12
M,AVG,NAC,ISK,2017,4,118.41
M,AVG,NAC,ISK,2017,5,113.74
M,AVG,NAC,ISK,2017,6,113.84
M,AVG,NAC,ISK,2017,7,120.36
M,AVG,NAC,ISK,2017,8,125.22
M,AVG,NAC,ISK,2017,9,126.7
M,AVG,NAC,ISK,2017,10,124.07
M,AVG,NAC,ISK,2017,11,122.37
M,AVG,NAC,ISK,2017,12,124.02
M,AVG,NAC,ISK,2018,1,125.41
M,AVG,NAC,ISK,2018,2,124.69
M,AVG,NAC,ISK,2018,3,122.82
M,AVG,NAC,ISK,2018,4,122.3
M,AVG,NAC,ISK,2018,5,122.83
M,AVG,NAC,ISK,2018,6,124.76
M,AVG,NAC,ISK,2018,7,124.41
M,AVG,NAC,ISK,2018,8,124.19
M,AVG,NAC,ISK,2018,9,128.89
M,AVG,NAC,ISK,2018,10,134.47
M,AVG,NAC,ISK,2018,11,139.78
M,AVG,NAC,ISK,2018,12,137.78
M,AVG,NAC,ISK,2019,1,136.66
M,AVG,NAC,ISK,2019,2,136.1
M,AVG,NAC,ISK,2019,3,135.48
M,AVG,NAC,ISK,2019,4,135.34
M,AVG,NAC,ISK,2019,5,137.64
M,AVG,NAC,ISK,2019,6,140.82
M,AVG,NAC,ISK,2019,7,139.87
M,AVG,NAC,ISK,2019,8,137.66
M,AVG,NAC,ISK,2019,9,137.57
M,AVG,NAC,ISK,2019,10,137.73
M,AVG,NAC,ISK,2019,11,136.52
M,AVG,NAC,ISK,2019,12,135.63
M,AVG,NAC,ISK,2020,1,137.1
M,AVG,NAC,ISK,2020,2,138.23
M,AVG,NAC,ISK,2020,3,149.11
M,AVG,NAC,ISK,2020,4,157.11
M,AVG,NAC,ISK,2020,5,156.61
M,AVG,NAC,ISK,2020,6,152.71
M,AVG,NAC,ISK,2020,7,158.49
M,AVG,NAC,ISK,2020,8,161.77
M,AVG,NAC,ISK,2020,9,162.69
M,AVG,NAC,ISK,2020,10,163.65
M,AVG,NAC,ISK,2020,11,161.9
M,AVG,NAC,ISK,2020,12,155.13
M,AVG,NAC,ISK,2021,1,156.48
M,AVG,NAC,ISK,2021,2,155.25
M,AVG,NAC,ISK,2021,3,151.51
M,AVG,NAC,ISK,2021,4,150.75
M,AVG,NAC,ISK,2021,5,149.66
M,AVG,NAC,ISK,2021,6,146.84
M,AVG,NAC,ISK,2021,7,147.1
M,AVG,NAC,ISK,2021,8,148.45
M,AVG,NAC,ISK,2021,9,150.96
M,AVG,NAC,ISK,2021,10,149.66
M,AVG,NAC,ISK,2021,11,149.16
M,AVG,NAC,ISK,2021,12,147.15
M,AVG,NAC,ISK,2022,1,146.09
M,AVG,NAC,ISK,2022,2,141.99
M,AVG,NAC,ISK,2022,3,143.39
M,AVG,NAC,ISK,2022,4,139.83
M,AVG,NAC,ISK,2022,5,138.46
M,AVG,NAC,ISK,2022,6,138.47
M,AVG,NAC,ISK,2022,7,139.05
M,AVG,NAC,ISK,2022,8,140.12
M,AVG,NAC,ISK,2022,9,140.35
M,AVG,NAC,ISK,2022,10,141.5
M,AVG,NAC,ISK,2022,11,146.98
M,AVG,NAC,ISK,2022,12,150.76
M,AVG,NAC,ISK,2023,1,154.06
M,AVG,NAC,ISK,2023,2,153.11
M,AVG,NAC,ISK,2023,3,149.89
M,AVG,NAC,ISK,2023,4,149.62
M,AVG,NAC,ISK,2023,5,150.47
M,AVG,NAC,ISK,2023,6,149.35
M,AVG,NAC,ISK,2023,7,146.79
M,AVG,NAC,ISK,2023,8,143.87
M,AVG,NAC,ISK,2023,9,144.46
M,AVG,NAC,ISK,2023,10,146.5
M,AVG,NAC,ISK,2023,11,151.44
M,AVG,NAC,ISK,2023,12,150.55
M,AVG,NAC,ISK,2024,1,149.43
M,AVG,NAC,ISK,2024,2,148.68
M,AVG,NAC,ISK,2024,3,149.04
M,AVG,NAC,ISK,2024,4,150.35
M,AVG,NAC,ISK,2024,5,150.0
M,AVG,NAC,ISK,2024,6,149.36
M,AVG,NAC,ISK,2024,7,149.43
M,AVG,NAC,ISK,2024,8,151.84
M,AVG,NAC,ISK,2024,9,152.21
M,AVG,NAC,ISK,2024,10,149.07
M,AVG,NAC,ISK,2024,11,146.72
M,AVG,NAC,ISK,2024,12,145.24
M,AVG,NAC,ISK,2025,1,145.4
M,AVG,NAC,ISK,2025,2,146.25
M,AVG,NAC,ISK,2025,3,145.26
M,AVG,NAC,ISK,2025,4,145.0
M,AVG,NAC,ISK,2025,5,145.49
M,AVG,NAC,ISK,2025,6,143.45
M,AVG,NAC,ISK,2025,7,142.39
M,AVG,NAC,ISK,2025,8,143.1
M,AVG,NAC,ISK,2025,9,142.98
M,AVG,NAC,ISK,2025,10,142.22
M,AVG,NAC,ISK,2025,11,146.83
M,AVG,NAC,ISK,2025,12,148.19
M,AVG,NAC,JPY,2015,1,137.47
M,AVG,NAC,JPY,2015,2,134.69
M,AVG,NAC,JPY,2015,3,130.41
M,AVG,NAC,JPY,2015,4,128.94
M,AVG,NAC,JPY,2015,5,134.75
M,AVG,NAC,JPY,2015,6,138.74
M,AVG,NAC,JPY,2015,7,135.68
M,AVG,NAC,JPY,2015,8,137.12
M,AVG,NAC,JPY,2015,9,134.85
M,AVG,NAC,JPY,2015,10,134.84
M,AVG,NAC,JPY,2015,11,131.6
M,AVG,NAC,JPY,2015,12,132.36
M,AVG,NAC,JPY,2016,1,128.32
M,AVG,NAC,JPY,2016,2,127.35
M,AVG,NAC,JPY,2016,3,125.39
M,AVG,NAC,JPY,2016,4,124.29
M,AVG,NAC,JPY,2016,5,123.21
M,AVG,NAC,JPY,2016,6,118.45
M,AVG,NAC,JPY,2016,7,115.25
M,AVG,NAC,JPY,2016,8,113.49
M,AVG,NAC,JPY,2016,9,114.22
M,AVG,NAC,JPY,2016,10,114.47
M,AVG,NAC,JPY,2016,11,116.93
M,AVG,NAC,JPY,2016,12,122.39
M,AVG,NAC,JPY,2017,1,122.14
M,AVG,NAC,JPY,2017,2,120.17
M,AVG,NAC,JPY,2017,3,120.68
M,AVG,NAC,JPY,2017,4,118.29
M,AVG,NAC,JPY,2017,5,124.09
M,AVG,NAC,JPY,2017,6,124.58
M,AVG,NAC,JPY,2017,7,129.48
M,AVG,NAC,JPY,2017,8,129.7
M,AVG,NAC,JPY,2017,9,131.92
M,AVG,NAC,JPY,2017,10,132.76
M,AVG,NAC,JPY,2017,11,132.39
M,AVG,NAC,JPY,2017,12,133.64
M,AVG,NAC,JPY,2018,1,135.25
M,AVG,NAC,JPY,2018,2,133.29
M,AVG,NAC,JPY,2018,3,130.86
M,AVG,NAC,JPY,2018,4,132.16
M,AVG,NAC,JPY,2018,5,129.57
M,AVG,NAC,JPY,2018,6,128.53
M,AVG,NAC,JPY,2018,7,130.23
M,AVG,NAC,JPY,2018,8,128.2
M,AVG,NAC,JPY,2018,9,130.54
M,AVG,NAC,JPY,2018,10,129.62
M,AVG,NAC,JPY,2018,11,128.79
M,AVG,NAC,JPY,2018,12,127.88
M,AVG,NAC,JPY,2019,1,124.34
M,AVG,NAC,JPY,2019,2,125.28
M,AVG,NAC,JPY,2019,3,125.67
M,AVG,NAC,JPY,2019,4,125.44
