year,month,country_std,arrivals_country,source_temp,turkey_temp,temp_diff
2018,11,Bulgaria,212482,6.173333333333333,12.426666666666668,-6.253333333333335
2018,11,France,33889,7.723333333333333,12.426666666666668,-4.703333333333335
2018,11,Georgia,137301,8.613333333333333,12.426666666666668,-3.8133333333333344
2018,11,Germany,178421,5.4766666666666675,12.426666666666668,-6.95
2018,11,Iran,105292,10.573333333333332,12.426666666666668,-1.8533333333333353
2018,11,Netherlands,30242,6.8100000000000005,12.426666666666668,-5.616666666666667
2018,11,Poland,14812,4.5,12.426666666666668,-7.926666666666668
2018,11,Romania,35883,5.3566666666666665,12.426666666666668,-7.070000000000001
2018,12,Bulgaria,206141,0.3225806451612903,6.741935483870968,-6.419354838709678
2018,12,France,39708,6.47741935483871,6.741935483870968,-0.2645161290322582
2018,12,Georgia,139613,4.770967741935484,6.741935483870968,-1.9709677419354836
2018,12,Germany,178293,4.141935483870968,6.741935483870968,-2.5999999999999996
2018,12,Iran,107551,7.409677419354838,6.741935483870968,0.6677419354838703
2018,12,Netherlands,33087,6.148387096774194,6.741935483870968,-0.5935483870967744
2018,12,Poland,12460,1.361290322580645,6.741935483870968,-5.380645161290323
2018,12,Romania,25214,-0.37741935483870964,6.741935483870968,-7.119354838709677
2019,1,Bulgaria,133806,-0.6258064516129032,6.170967741935484,-6.796774193548387
2019,1,France,28020,3.5580645161290323,6.170967741935484,-2.6129032258064515
2019,1,Georgia,112376,3.825806451612903,6.170967741935484,-2.3451612903225807
2019,1,Germany,102120,1.132258064516129,6.170967741935484,-5.038709677419355
2019,1,Iran,96603,4.670967741935484,6.170967741935484,-1.5
2019,1,Netherlands,25059,3.787096774193548,6.170967741935484,-2.383870967741936
2019,1,Poland,12835,-1.7258064516129032,6.170967741935484,-7.896774193548387
2019,1,Romania,20349,-1.461290322580645,6.170967741935484,-7.632258064516129
2019,2,Bulgaria,140669,2.1785714285714284,6.396428571428571,-4.217857142857143
2019,2,France,40040,6.0249999999999995,6.396428571428571,-0.3714285714285719
2019,2,Georgia,120364,4.610714285714286,6.396428571428571,-1.7857142857142856
2019,2,Germany,133612,4.007142857142857,6.396428571428571,-2.3892857142857142
2019,2,Iran,110201,5.482142857142857,6.396428571428571,-0.9142857142857146
2019,2,Netherlands,32786,6.067857142857143,6.396428571428571,-0.3285714285714283
2019,2,Poland,13234,2.975,6.396428571428571,-3.4214285714285713
2019,2,Romania,25084,2.7714285714285714,6.396428571428571,-3.625
2019,3,Bulgaria,208237,8.187096774193549,8.770967741935483,-0.5838709677419338
2019,3,France,39680,8.851612903225808,8.770967741935483,0.08064516129032562
2019,3,Georgia,138371,6.800000000000001,8.770967741935483,-1.9709677419354819
2019,3,Germany,191692,6.874193548387097,8.770967741935483,-1.896774193548386
2019,3,Iran,240299,9.219354838709679,8.770967741935483,0.4483870967741961
2019,3,Netherlands,36409,7.574193548387097,8.770967741935483,-1.1967741935483858
2019,3,Poland,13497,5.761290322580645,8.770967741935483,-3.009677419354838
2019,3,Romania,32106,8.551612903225807,8.770967741935483,-0.2193548387096751
2019,4,Bulgaria,256072,10.853333333333333,11.683333333333334,-0.8300000000000001
2019,4,France,73920,10.620000000000001,11.683333333333334,-1.0633333333333326
2019,4,Georgia,140836,11.503333333333334,11.683333333333334,-0.17999999999999972
2019,4,Germany,376059,10.626666666666667,11.683333333333334,-1.0566666666666666
2019,4,Iran,111673,13.856666666666666,11.683333333333334,2.173333333333332
2019,4,Netherlands,127970,10.246666666666666,11.683333333333334,-1.4366666666666674
2019,4,Poland,45194,10.316666666666666,11.683333333333334,-1.3666666666666671
2019,4,Romania,53149,11.006666666666666,11.683333333333334,-0.6766666666666676
2019,5,Bulgaria,243933,14.625806451612902,18.351612903225806,-3.725806451612904
2019,5,France,54836,12.76774193548387,18.351612903225806,-5.583870967741936
2019,5,Georgia,185118,18.583870967741937,18.351612903225806,0.23225806451613096
2019,5,Germany,410374,12.661290322580646,18.351612903225806,-5.6903225806451605
2019,5,Iran,141935,23.858064516129033,18.351612903225806,5.506451612903227
2019,5,Netherlands,105574,11.296774193548387,18.351612903225806,-7.054838709677419
2019,5,Poland,98513,13.516129032258064,18.351612903225806,-4.835483870967742
2019,5,Romania,57018,16.874193548387098,18.351612903225806,-1.477419354838709
2019,6,Bulgaria,253563,20.413333333333334,23.803333333333335,-3.3900000000000006
2019,6,France,74836,19.02,23.803333333333335,-4.783333333333335
2019,6,Georgia,160823,25.563333333333333,23.803333333333335,1.759999999999998
2019,6,Germany,588508,23.023333333333333,23.803333333333335,-0.7800000000000011
2019,6,Iran,181435,30.67,23.803333333333335,6.866666666666667
2019,6,Netherlands,95527,17.41,23.803333333333335,-6.393333333333334
2019,6,Poland,139118,22.723333333333336,23.803333333333335,-1.0799999999999983
2019,6,Romania,124988,22.9,23.803333333333335,-0.903333333333336
2019,7,Bulgaria,208509,21.654838709677417,23.4,-1.7451612903225815
2019,7,France,197985,21.458064516129035,23.4,-1.9419354838709637
2019,7,Georgia,209026,24.55806451612903,23.4,1.1580645161290306
2019,7,Germany,868307,20.345161290322583,23.4,-3.0548387096774157
2019,7,Iran,218858,33.76774193548387,23.4,10.36774193548387
2019,7,Netherlands,242355,18.312903225806455,23.4,-5.087096774193544
2019,7,Poland,156049,19.238709677419354,23.4,-4.161290322580644
2019,7,Romania,109266,22.951612903225808,23.4,-0.44838709677419075
2019,8,Bulgaria,249150,23.225806451612904,24.312903225806455,-1.0870967741935509
